553204 | 582 | 895 | -32 | 0 | 0 | 0
553209 | 582 | 1276 | -32 | 0 | 0 | 0
553214 | 583 | 1178 | -32 | 0 | 0 | 0
553220 | 580 | 1033 | -32 | 0 | 0 | 0
553225 | 579 | 1011 | -32 | 0 | 0 | 0
553230 | 581 | 1119 | -32 | 0 | 0 | 0
556317 | 262 | 2012 | -35 | 0 | 0 | 0
556322 | 260 | 904 | -35 | 0 | 0 | 0
556328 | 258 | 1143 | -35 | 0 | 0 | 0
556333 | 259 | 1147 | -35 | 0 | 0 | 0
556338 | 258 | 1100 | -35 | 0 | 0 | 0
556344 | 260 | 1257 | -35 | 0 | 0 | 0
556349 | 258 | 1026 | -35 | 0 | 0 | 0
556354 | 256 | 1062 | -35 | 0 | 0 | 0
556360 | 253 | 1052 | -35 | 0 | 0 | 0
556365 | 255 | 1113 | -35 | 0 | 0 | 0
556370 | 254 | 1133 | -35 | 0 | 0 | 0
556375 | 252 | 1083 | -35 | 0 | 0 | 0
556381 | 254 | 1157 | -35 | 0 | 0 | 0
556386 | 257 | 1029 | -35 | 0 | 0 | 0
556391 | 259 | 1020 | -35 | 0 | 0 | 0
556397 | 262 | 1183 | -35 | 0 | 0 | 0
556402 | 263 | 1293 | -35 | 0 | 0 | 0
556407 | 263 | 1117 | -35 | 0 | 0 | 0
556413 | 269 | 1189 | -35 | 0 | 0 | 0
556418 | 275 | 1076 | -35 | 0 | 0 | 0
556423 | 278 | 1439 | -35 | 0 | 0 | 0
556429 | 274 | 1246 | -35 | 0 | 0 | 0
556434 | 272 | 1114 | -35 | 0 | 0 | 0
556439 | 274 | 1023 | -35 | 0 | 0 | 0
556445 | 276 | 1075 | -35 | 0 | 0 | 0
556450 | 280 | 956 | -35 | 0 | 0 | 0
556455 | 282 | 949 | -35 | 0 | 0 | 0
556460 | 284 | 987 | -35 | 0 | 0 | 0
556466 | 283 | 934 | -35 | 0 | 0 | 0
556471 | 280 | 1207 | -35 | 0 | 0 | 0
556476 | 280 | 1110 | -35 | 0 | 0 | 0
556482 | 282 | 1122 | -35 | 0 | 0 | 0
556487 | 282 | 1234 | -35 | 0 | 0 | 0
556492 | 282 | 808 | -35 | 0 | 0 | 0
556498 | 280 | 1073 | -35 | 0 | 0 | 0
556503 | 277 | 1329 | -35 | 0 | 0 | 0
556508 | 273 | 1152 | -35 | 0 | 0 | 0
556514 | 267 | 1221 | -35 | 0 | 0 | 0
556519 | 261 | 1270 | -35 | 0 | 0 | 0
556524 | 257 | 1061 | -35 | 0 | 0 | 0
556530 | 252 | 1160 | -35 | 0 | 0 | 0
556535 | 247 | 1252 | -35 | 0 | 0 | 0
556540 | 244 | 913 | -35 | 0 | 0 | 0
556545 | 245 | 1150 | -35 | 0 | 0 | 0
556551 | 249 | 1052 | -35 | 0 | 0 | 0
556556 | 247 | 861 | -35 | 0 | 0 | 0
556561 | 246 | 1256 | -35 | 0 | 0 | 0
556567 | 246 | 1239 | -35 | 0 | 0 | 0
556572 | 242 | 1320 | -35 | 0 | 0 | 0
556577 | 240 | 1153 | -35 | 0 | 0 | 0
556583 | 240 | 1084 | -35 | 0 | 0 | 0
556588 | 241 | 1361 | -35 | 0 | 0 | 0
556593 | 241 | 1240 | -35 | 0 | 0 | 0
556599 | 239 | 1194 | -35 | 0 | 0 | 0
556604 | 238 | 1024 | -35 | 0 | 0 | 0
556609 | 238 | 877 | -35 | 0 | 0 | 0
556615 | 238 | 945 | -35 | 0 | 0 | 0
556620 | 239 | 988 | -35 | 0 | 0 | 0
556625 | 237 | 1003 | -35 | 0 | 0 | 0
556630 | 237 | 1092 | -35 | 0 | 0 | 0
556636 | 235 | 1004 | -35 | 0 | 0 | 0
556641 | 237 | 1244 | -35 | 0 | 0 | 0
556646 | 243 | 1050 | -35 | 0 | 0 | 0
556652 | 240 | 1371 | -35 | 0 | 0 | 0
556657 | 239 | 1160 | -35 | 0 | 0 | 0
